,adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed,Team1Win
168,22.11,117.8,0.055,63.5,8.13,107.7,99.5,2.52,5.0,10.62,110.5,0.064,68.7,-3.8,103.1,106.9,1.25,12.0,1.0
169,10.62,110.5,0.064,68.7,-3.8,103.1,106.9,1.25,12.0,22.11,117.8,0.055,63.5,8.13,107.7,99.5,2.52,5.0,0.0
170,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,10.39,107.5,0.037000000000000005,64.6,-0.52,103.6,104.1,-2.97,13.0,1.0
171,10.39,107.5,0.037000000000000005,64.6,-0.52,103.6,104.1,-2.97,13.0,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,0.0
172,23.35,113.5,0.031,66.1,8.97,108.3,99.3,3.47,1.0,-9.35,98.9,0.005,70.9,-9.84,96.9,106.7,1.67,16.0,1.0
173,-9.35,98.9,0.005,70.9,-9.84,96.9,106.7,1.67,16.0,23.35,113.5,0.031,66.1,8.97,108.3,99.3,3.47,1.0,0.0
174,16.17,111.8,0.012,66.6,5.55,105.7,100.2,1.83,7.0,15.02,109.7,0.0,65.5,6.15,105.8,99.6,-8.05,10.0,1.0
175,15.02,109.7,0.0,65.5,6.15,105.8,99.6,-8.05,10.0,16.17,111.8,0.012,66.6,5.55,105.7,100.2,1.83,7.0,0.0
176,21.74,114.7,0.021,68.1,6.38,106.3,99.9,-1.89,2.0,-3.99,98.1,0.11199999999999999,66.0,-6.71,100.6,107.3,2.53,15.0,1.0
177,-3.99,98.1,0.11199999999999999,66.0,-6.71,100.6,107.3,2.53,15.0,21.74,114.7,0.021,68.1,6.38,106.3,99.9,-1.89,2.0,0.0
178,23.98,119.1,-0.07200000000000001,62.1,12.81,109.5,96.7,-0.59,3.0,10.23,109.2,0.006,69.1,0.84,103.8,103.0,10.92,14.0,1.0
179,10.23,109.2,0.006,69.1,0.84,103.8,103.0,10.92,14.0,23.98,119.1,-0.07200000000000001,62.1,12.81,109.5,96.7,-0.59,3.0,0.0
180,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,3.09,105.4,0.013999999999999999,64.5,-0.25,103.3,103.5,7.22,15.0,1.0
181,3.09,105.4,0.013999999999999999,64.5,-0.25,103.3,103.5,7.22,15.0,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,0.0
182,8.93,108.6,0.096,63.6,0.28,103.4,103.1,3.56,12.0,18.32,112.3,0.003,65.0,8.8,107.9,99.1,4.05,5.0,1.0
183,18.32,112.3,0.003,65.0,8.8,107.9,99.1,4.05,5.0,8.93,108.6,0.096,63.6,0.28,103.4,103.1,3.56,12.0,0.0
184,25.91,114.1,-0.027999999999999997,59.7,5.97,106.4,100.5,-8.2,3.0,5.91,103.3,0.087,62.6,-5.87,101.4,107.2,-3.79,14.0,1.0
185,5.91,103.3,0.087,62.6,-5.87,101.4,107.2,-3.79,14.0,25.91,114.1,-0.027999999999999997,59.7,5.97,106.4,100.5,-8.2,3.0,0.0
186,13.63,108.1,0.019,70.7,5.34,105.8,100.4,1.6,9.0,10.78,113.1,0.031,73.5,6.16,106.6,100.4,2.14,8.0,1.0
187,10.78,113.1,0.031,73.5,6.16,106.6,100.4,2.14,8.0,13.63,108.1,0.019,70.7,5.34,105.8,100.4,1.6,9.0,0.0
188,18.64,113.6,-0.002,65.0,7.87,108.0,100.1,-6.57,6.0,16.29,114.3,0.037000000000000005,65.6,-0.63,103.5,104.1,-1.21,11.0,1.0
189,16.29,114.3,0.037000000000000005,65.6,-0.63,103.5,104.1,-1.21,11.0,18.64,113.6,-0.002,65.0,7.87,108.0,100.1,-6.57,6.0,0.0
190,25.74,116.0,-0.001,60.7,8.34,108.0,99.7,3.63,6.0,15.07,105.9,-0.06,62.7,6.95,107.2,100.2,7.66,11.0,1.0
191,15.07,105.9,-0.06,62.7,6.95,107.2,100.2,7.66,11.0,25.74,116.0,-0.001,60.7,8.34,108.0,99.7,3.63,6.0,0.0
192,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,20.44,107.1,-0.079,67.4,7.09,107.0,99.9,4.23,10.0,1.0
193,20.44,107.1,-0.079,67.4,7.09,107.0,99.9,4.23,10.0,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,0.0
194,16.5,114.7,0.004,64.7,11.2,109.1,97.9,6.59,8.0,22.52,111.9,0.051,64.5,3.76,105.9,102.2,-1.79,1.0,1.0
195,22.52,111.9,0.051,64.5,3.76,105.9,102.2,-1.79,1.0,16.5,114.7,0.004,64.7,11.2,109.1,97.9,6.59,8.0,0.0
196,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,11.36,113.0,0.091,63.2,5.83,106.4,100.6,-0.62,7.0,1.0
197,11.36,113.0,0.091,63.2,5.83,106.4,100.6,-0.62,7.0,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,0.0
198,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,17.35,112.3,-0.004,65.4,7.85,107.2,99.4,-1.14,8.0,1.0
199,17.35,112.3,-0.004,65.4,7.85,107.2,99.4,-1.14,8.0,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,0.0
200,20.27,112.3,-0.039,68.7,7.09,107.6,100.5,4.97,10.0,25.34,120.8,0.013000000000000001,66.6,3.28,105.5,102.2,7.0,2.0,1.0
201,25.34,120.8,0.013000000000000001,66.6,3.28,105.5,102.2,7.0,2.0,20.27,112.3,-0.039,68.7,7.09,107.6,100.5,4.97,10.0,0.0
202,27.66,118.9,0.06,66.1,6.99,107.1,100.1,8.86,1.0,17.11,111.4,0.01,66.7,8.29,108.4,100.1,2.29,8.0,1.0
203,17.11,111.4,0.01,66.7,8.29,108.4,100.1,2.29,8.0,27.66,118.9,0.06,66.1,6.99,107.1,100.1,8.86,1.0,0.0
204,16.34,113.1,0.086,65.7,7.88,107.4,99.6,-4.61,5.0,19.81,110.9,-0.009000000000000001,71.1,14.09,112.1,98.0,-1.13,4.0,1.0
205,19.81,110.9,-0.009000000000000001,71.1,14.09,112.1,98.0,-1.13,4.0,16.34,113.1,0.086,65.7,7.88,107.4,99.6,-4.61,5.0,0.0
206,21.54,115.6,0.038,64.7,9.27,109.1,99.8,0.8,3.0,23.23,117.4,-0.091,70.9,13.85,110.2,96.4,2.76,6.0,1.0
207,23.23,117.4,-0.091,70.9,13.85,110.2,96.4,2.76,6.0,21.54,115.6,0.038,64.7,9.27,109.1,99.8,0.8,3.0,0.0
208,21.69,121.6,-0.019,70.4,13.52,109.6,96.1,1.79,4.0,13.38,109.1,0.012,65.0,-1.77,103.2,105.0,1.31,12.0,1.0
209,13.38,109.1,0.012,65.0,-1.77,103.2,105.0,1.31,12.0,21.69,121.6,-0.019,70.4,13.52,109.6,96.1,1.79,4.0,0.0
210,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,15.42,110.5,0.045,62.6,7.21,106.2,99.0,-2.14,6.0,1.0
211,15.42,110.5,0.045,62.6,7.21,106.2,99.0,-2.14,6.0,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,0.0
212,22.11,117.8,0.055,63.5,8.13,107.7,99.5,2.52,5.0,21.56,116.1,0.003,66.7,5.62,105.6,100.0,-0.28,4.0,1.0
213,21.56,116.1,0.003,66.7,5.62,105.6,100.0,-0.28,4.0,22.11,117.8,0.055,63.5,8.13,107.7,99.5,2.52,5.0,0.0
214,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,8.93,108.6,0.096,63.6,0.28,103.4,103.1,3.56,12.0,1.0
215,8.93,108.6,0.096,63.6,0.28,103.4,103.1,3.56,12.0,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,0.0
216,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,16.17,111.8,0.012,66.6,5.55,105.7,100.2,1.83,7.0,1.0
217,16.17,111.8,0.012,66.6,5.55,105.7,100.2,1.83,7.0,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,0.0
218,25.91,114.1,-0.027999999999999997,59.7,5.97,106.4,100.5,-8.2,3.0,25.74,116.0,-0.001,60.7,8.34,108.0,99.7,3.63,6.0,1.0
219,25.74,116.0,-0.001,60.7,8.34,108.0,99.7,3.63,6.0,25.91,114.1,-0.027999999999999997,59.7,5.97,106.4,100.5,-8.2,3.0,0.0
220,13.63,108.1,0.019,70.7,5.34,105.8,100.4,1.6,9.0,23.35,113.5,0.031,66.1,8.97,108.3,99.3,3.47,1.0,1.0
221,23.35,113.5,0.031,66.1,8.97,108.3,99.3,3.47,1.0,13.63,108.1,0.019,70.7,5.34,105.8,100.4,1.6,9.0,0.0
222,18.64,113.6,-0.002,65.0,7.87,108.0,100.1,-6.57,6.0,23.98,119.1,-0.07200000000000001,62.1,12.81,109.5,96.7,-0.59,3.0,1.0
223,23.98,119.1,-0.07200000000000001,62.1,12.81,109.5,96.7,-0.59,3.0,18.64,113.6,-0.002,65.0,7.87,108.0,100.1,-6.57,6.0,0.0
224,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,21.74,114.7,0.021,68.1,6.38,106.3,99.9,-1.89,2.0,1.0
225,21.74,114.7,0.021,68.1,6.38,106.3,99.9,-1.89,2.0,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,0.0
226,16.5,114.7,0.004,64.7,11.2,109.1,97.9,6.59,8.0,16.34,113.1,0.086,65.7,7.88,107.4,99.6,-4.61,5.0,1.0
227,16.34,113.1,0.086,65.7,7.88,107.4,99.6,-4.61,5.0,16.5,114.7,0.004,64.7,11.2,109.1,97.9,6.59,8.0,0.0
228,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,18.64,113.6,-0.002,65.0,7.87,108.0,100.1,-6.57,6.0,1.0
229,18.64,113.6,-0.002,65.0,7.87,108.0,100.1,-6.57,6.0,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,0.0
230,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,25.91,114.1,-0.027999999999999997,59.7,5.97,106.4,100.5,-8.2,3.0,1.0
231,25.91,114.1,-0.027999999999999997,59.7,5.97,106.4,100.5,-8.2,3.0,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,0.0
232,27.66,118.9,0.06,66.1,6.99,107.1,100.1,8.86,1.0,21.69,121.6,-0.019,70.4,13.52,109.6,96.1,1.79,4.0,1.0
233,21.69,121.6,-0.019,70.4,13.52,109.6,96.1,1.79,4.0,27.66,118.9,0.06,66.1,6.99,107.1,100.1,8.86,1.0,0.0
234,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,22.11,117.8,0.055,63.5,8.13,107.7,99.5,2.52,5.0,1.0
235,22.11,117.8,0.055,63.5,8.13,107.7,99.5,2.52,5.0,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,0.0
236,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,20.27,112.3,-0.039,68.7,7.09,107.6,100.5,4.97,10.0,1.0
237,20.27,112.3,-0.039,68.7,7.09,107.6,100.5,4.97,10.0,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,0.0
238,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,13.63,108.1,0.019,70.7,5.34,105.8,100.4,1.6,9.0,1.0
239,13.63,108.1,0.019,70.7,5.34,105.8,100.4,1.6,9.0,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,0.0
240,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,21.54,115.6,0.038,64.7,9.27,109.1,99.8,0.8,3.0,1.0
241,21.54,115.6,0.038,64.7,9.27,109.1,99.8,0.8,3.0,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,0.0
242,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,16.5,114.7,0.004,64.7,11.2,109.1,97.9,6.59,8.0,1.0
243,16.5,114.7,0.004,64.7,11.2,109.1,97.9,6.59,8.0,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,0.0
244,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,27.66,118.9,0.06,66.1,6.99,107.1,100.1,8.86,1.0,1.0
245,27.66,118.9,0.06,66.1,6.99,107.1,100.1,8.86,1.0,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,0.0
246,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,1.0
247,20.16,113.8,-0.022000000000000002,64.1,7.19,107.5,100.3,2.75,7.0,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,0.0
248,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,1.0
249,20.89,112.3,0.017,69.4,10.39,109.2,98.8,6.53,4.0,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,0.0
250,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,1.0
251,32.33,120.8,-0.027999999999999997,67.7,12.59,109.5,96.9,2.42,1.0,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,0.0
252,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,1.0
253,27.37,118.5,0.028999999999999998,64.8,7.56,107.7,100.1,-5.55,2.0,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,0.0
254,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,1.0
255,24.69,113.5,0.008,69.1,13.74,110.8,97.1,0.97,3.0,28.3,117.8,0.012,68.2,8.93,107.7,98.8,-2.05,2.0,0.0
256,-1.2,108.1,-0.022000000000000002,65.2,1.99,105.2,103.2,14.37,16.0,-12.49,90.5,-0.023,72.8,-14.52,92.4,106.9,1.14,16.0,1.0
257,-12.49,90.5,-0.023,72.8,-14.52,92.4,106.9,1.14,16.0,-1.2,108.1,-0.022000000000000002,65.2,1.99,105.2,103.2,14.37,16.0,0.0
258,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,19.62,116.0,-0.094,61.1,-2.48,101.3,103.8,-4.48,14.0,1.0
259,19.62,116.0,-0.094,61.1,-2.48,101.3,103.8,-4.48,14.0,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0
260,18.3,114.3,0.078,64.8,6.6,105.8,99.2,-4.21,4.0,9.6,102.1,0.034,68.2,-1.72,101.8,103.5,3.31,13.0,1.0
261,9.6,102.1,0.034,68.2,-1.72,101.8,103.5,3.31,13.0,18.3,114.3,0.078,64.8,6.6,105.8,99.2,-4.21,4.0,0.0
262,20.43,112.5,-0.006,68.0,5.48,106.1,100.6,0.62,7.0,17.17,111.9,-0.034,68.1,9.51,107.4,97.9,3.4,10.0,1.0
263,17.17,111.9,-0.034,68.1,9.51,107.4,97.9,3.4,10.0,20.43,112.5,-0.006,68.0,5.48,106.1,100.6,0.62,7.0,0.0
264,17.88,119.3,0.012,67.1,3.46,104.0,100.5,2.18,3.0,4.97,101.5,0.065,63.1,-7.69,99.6,107.3,2.26,14.0,1.0
265,4.97,101.5,0.065,63.1,-7.69,99.6,107.3,2.26,14.0,17.88,119.3,0.012,67.1,3.46,104.0,100.5,2.18,3.0,0.0
266,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,-2.52,102.7,-0.003,68.6,-7.88,99.4,107.3,0.75,16.0,1.0
267,-2.52,102.7,-0.003,68.6,-7.88,99.4,107.3,0.75,16.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0
268,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,-2.99,97.4,-0.022000000000000002,66.3,6.17,106.0,99.8,4.18,,1.0
269,-2.99,97.4,-0.022000000000000002,66.3,6.17,106.0,99.8,4.18,,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0
270,12.11,104.0,0.045,65.7,1.1,104.5,103.4,0.35,9.0,17.01,114.1,-0.051,66.5,6.62,107.0,100.4,-2.46,8.0,1.0
271,17.01,114.1,-0.051,66.5,6.62,107.0,100.4,-2.46,8.0,12.11,104.0,0.045,65.7,1.1,104.5,103.4,0.35,9.0,0.0
272,22.55,114.4,-0.006,65.4,7.68,107.5,99.8,0.09,3.0,5.43,115.2,-0.027000000000000003,70.1,-3.52,101.3,104.8,0.83,14.0,1.0
273,5.43,115.2,-0.027000000000000003,70.1,-3.52,101.3,104.8,0.83,14.0,22.55,114.4,-0.006,65.4,7.68,107.5,99.8,0.09,3.0,0.0
274,14.08,114.5,0.091,63.6,0.66,103.1,102.4,1.74,8.0,18.41,114.8,-0.057,64.0,5.63,106.3,100.7,-10.09,9.0,1.0
275,18.41,114.8,-0.057,64.0,5.63,106.3,100.7,-10.09,9.0,14.08,114.5,0.091,63.6,0.66,103.1,102.4,1.74,8.0,0.0
276,15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,10.74,107.8,0.036000000000000004,69.2,6.73,106.7,100.0,-0.43,11.0,1.0
277,10.74,107.8,0.036000000000000004,69.2,6.73,106.7,100.0,-0.43,11.0,15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,0.0
278,12.51,109.2,-0.001,71.0,4.75,105.5,100.7,1.33,11.0,13.8,113.9,0.07,66.7,7.49,107.0,99.5,0.64,6.0,1.0
279,13.8,113.9,0.07,66.7,7.49,107.0,99.5,0.64,6.0,12.51,109.2,-0.001,71.0,4.75,105.5,100.7,1.33,11.0,0.0
280,20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,11.62,112.7,0.015,65.9,-0.68,102.2,102.9,-5.3,11.0,1.0
281,11.62,112.7,0.015,65.9,-0.68,102.2,102.9,-5.3,11.0,20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,0.0
282,24.86,124.3,0.046,68.9,10.94,108.4,97.5,4.87,2.0,0.03,98.9,0.059000000000000004,67.6,-3.78,101.1,104.9,5.69,15.0,1.0
283,0.03,98.9,0.059000000000000004,67.6,-3.78,101.1,104.9,5.69,15.0,24.86,124.3,0.046,68.9,10.94,108.4,97.5,4.87,2.0,0.0
284,22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,-2.73,99.9,0.049,68.2,-4.35,100.4,104.8,4.56,16.0,1.0
285,-2.73,99.9,0.049,68.2,-4.35,100.4,104.8,4.56,16.0,22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,0.0
286,15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,14.33,114.3,-0.033,63.1,4.44,104.9,100.4,-1.69,10.0,1.0
287,14.33,114.3,-0.033,63.1,4.44,104.9,100.4,-1.69,10.0,15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,0.0
288,14.69,110.1,0.079,68.8,2.31,104.6,102.3,7.63,12.0,20.51,118.8,0.033,62.8,6.84,106.5,99.6,-1.28,5.0,1.0
289,20.51,118.8,0.033,62.8,6.84,106.5,99.6,-1.28,5.0,14.69,110.1,0.079,68.8,2.31,104.6,102.3,7.63,12.0,0.0
290,6.69,102.2,0.063,63.1,-2.34,101.4,103.7,2.28,14.0,23.08,115.6,0.008,66.5,10.45,108.1,97.7,10.37,3.0,1.0
291,23.08,115.6,0.008,66.5,10.45,108.1,97.7,10.37,3.0,6.69,102.2,0.063,63.1,-2.34,101.4,103.7,2.28,14.0,0.0
292,21.94,112.1,-0.031,70.6,8.52,108.5,100.0,-1.04,2.0,-2.56,105.0,0.067,60.1,-8.61,99.0,107.7,-4.62,15.0,1.0
293,-2.56,105.0,0.067,60.1,-8.61,99.0,107.7,-4.62,15.0,21.94,112.1,-0.031,70.6,8.52,108.5,100.0,-1.04,2.0,0.0
294,27.41,115.7,-0.002,68.3,10.89,109.5,98.6,1.51,1.0,-4.95,102.3,0.077,59.3,-7.47,97.1,104.6,9.89,16.0,1.0
295,-4.95,102.3,0.077,59.3,-7.47,97.1,104.6,9.89,16.0,27.41,115.7,-0.002,68.3,10.89,109.5,98.6,1.51,1.0,0.0
296,23.93,116.4,-0.027000000000000003,65.2,7.13,106.6,99.5,-4.3,4.0,8.29,109.8,0.042,65.7,2.72,104.9,102.2,-4.24,13.0,1.0
297,8.29,109.8,0.042,65.7,2.72,104.9,102.2,-4.24,13.0,23.93,116.4,-0.027000000000000003,65.2,7.13,106.6,99.5,-4.3,4.0,0.0
298,19.23,109.2,-0.038,68.6,10.91,108.9,98.0,-4.87,5.0,14.41,109.9,-0.013000000000000001,70.8,0.49,103.6,103.1,0.84,12.0,1.0
299,14.41,109.9,-0.013000000000000001,70.8,0.49,103.6,103.1,0.84,12.0,19.23,109.2,-0.038,68.6,10.91,108.9,98.0,-4.87,5.0,0.0
300,13.02,103.1,0.003,66.8,7.22,107.5,100.3,-3.06,9.0,14.06,104.0,0.016,67.3,6.18,106.0,99.8,-3.99,8.0,1.0
301,14.06,104.0,0.016,67.3,6.18,106.0,99.8,-3.99,8.0,13.02,103.1,0.003,66.8,7.22,107.5,100.3,-3.06,9.0,0.0
302,25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,9.91,107.1,0.037000000000000005,67.6,2.67,104.8,102.2,9.12,13.0,1.0
303,9.91,107.1,0.037000000000000005,67.6,2.67,104.8,102.2,9.12,13.0,25.78,118.8,0.045,66.3,6.42,106.1,99.7,-2.03,4.0,0.0
304,25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,10.04,104.7,0.049,66.4,-3.2,101.0,104.2,-3.98,12.0,1.0
305,10.04,104.7,0.049,66.4,-3.2,101.0,104.2,-3.98,12.0,25.67,119.7,-0.013000000000000001,66.4,7.89,107.0,99.1,-3.18,5.0,0.0
306,15.25,109.3,0.038,68.1,6.49,106.9,100.4,-1.84,9.0,10.63,106.6,0.049,67.1,8.47,107.5,99.1,4.14,8.0,1.0
307,10.63,106.6,0.049,67.1,8.47,107.5,99.1,4.14,8.0,15.25,109.3,0.038,68.1,6.49,106.9,100.4,-1.84,9.0,0.0
308,18.93,115.0,-0.062,63.1,10.05,108.3,98.3,-3.82,10.0,12.15,111.6,0.042,70.6,3.68,104.9,101.2,-1.74,7.0,1.0
309,12.15,111.6,0.042,70.6,3.68,104.9,101.2,-1.74,7.0,18.93,115.0,-0.062,63.1,10.05,108.3,98.3,-3.82,10.0,0.0
310,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,-1.2,108.1,-0.022000000000000002,65.2,1.99,105.2,103.2,14.37,16.0,1.0
311,-1.2,108.1,-0.022000000000000002,65.2,1.99,105.2,103.2,14.37,16.0,32.77,122.5,0.011000000000000001,73.1,11.64,108.7,97.1,4.26,1.0,0.0
312,25.02,121.2,-0.015,66.2,9.59,108.0,98.4,5.03,2.0,3.2,97.1,0.006999999999999999,60.0,-4.75,100.3,105.1,-1.78,15.0,1.0
313,3.2,97.1,0.006999999999999999,60.0,-4.75,100.3,105.1,-1.78,15.0,25.02,121.2,-0.015,66.2,9.59,108.0,98.4,5.03,2.0,0.0
314,16.75,109.1,0.015,63.4,6.1,106.7,100.6,4.17,7.0,9.41,106.8,0.08,64.9,3.04,105.2,102.2,-0.59,10.0,1.0
315,9.41,106.8,0.08,64.9,3.04,105.2,102.2,-0.59,10.0,16.75,109.1,0.015,63.4,6.1,106.7,100.6,4.17,7.0,0.0
316,13.53,111.3,0.032,64.7,-1.71,100.7,102.4,5.11,13.0,20.98,115.6,0.002,65.8,6.29,106.8,100.5,-4.57,4.0,1.0
317,20.98,115.6,0.002,65.8,6.29,106.8,100.5,-4.57,4.0,13.53,111.3,0.032,64.7,-1.71,100.7,102.4,5.11,13.0,0.0
318,25.02,114.7,-0.054000000000000006,67.0,9.16,107.9,98.7,-0.89,5.0,15.54,112.8,-0.002,65.4,-0.46,103.4,103.9,-10.69,12.0,1.0
319,15.54,112.8,-0.002,65.4,-0.46,103.4,103.9,-10.69,12.0,25.02,114.7,-0.054000000000000006,67.0,9.16,107.9,98.7,-0.89,5.0,0.0
320,20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,13.36,112.2,-0.035,64.5,5.44,105.8,100.3,1.09,11.0,1.0
321,13.36,112.2,-0.035,64.5,5.44,105.8,100.3,1.09,11.0,20.81,112.0,0.042,62.8,10.24,108.5,98.3,1.27,6.0,0.0
322,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,12.51,109.2,-0.001,71.0,4.75,105.5,100.7,1.33,11.0,1.0
323,12.51,109.2,-0.001,71.0,4.75,105.5,100.7,1.33,11.0,22.22,116.7,0.027000000000000003,68.6,8.12,107.8,99.7,3.33,3.0,0.0
324,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,12.11,104.0,0.045,65.7,1.1,104.5,103.4,0.35,9.0,1.0
325,12.11,104.0,0.045,65.7,1.1,104.5,103.4,0.35,9.0,32.68,122.3,-0.006999999999999999,64.1,8.16,107.3,99.1,0.31,1.0,0.0
326,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,20.43,112.5,-0.006,68.0,5.48,106.1,100.6,0.62,7.0,1.0
327,20.43,112.5,-0.006,68.0,5.48,106.1,100.6,0.62,7.0,24.1,113.0,0.032,66.6,8.85,107.9,99.1,-2.71,2.0,0.0
328,15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,17.88,119.3,0.012,67.1,3.46,104.0,100.5,2.18,3.0,1.0
329,17.88,119.3,0.012,67.1,3.46,104.0,100.5,2.18,3.0,15.47,110.3,0.037000000000000005,69.0,8.93,108.8,99.9,-3.94,6.0,0.0
330,20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,22.55,114.4,-0.006,65.4,7.68,107.5,99.8,0.09,3.0,1.0
331,22.55,114.4,-0.006,65.4,7.68,107.5,99.8,0.09,3.0,20.33,113.1,0.032,59.1,3.6,105.9,102.3,-4.04,6.0,0.0
332,22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,14.08,114.5,0.091,63.6,0.66,103.1,102.4,1.74,8.0,1.0
333,14.08,114.5,0.091,63.6,0.66,103.1,102.4,1.74,8.0,22.18,120.6,0.06,71.9,8.61,107.5,98.9,6.73,1.0,0.0
334,15.0,114.1,0.08199999999999999,63.6,9.14,108.6,99.5,-7.33,7.0,24.86,124.3,0.046,68.9,10.94,108.4,97.5,4.87,2.0,1.0
